customer_id,full_name,email,phone,signup_date,customer_segment,anonymized_key
226,Boon Sukhum,boon.sukhum226@example.com,0820949687,2023-01-19,Retail,5f30da692ddb3aff9e90734d03f17d63
227,Somchai Noppawan,somchai.noppawan227@example.com,0869330166,2024-08-23,Retail,acf5b4835e7bc427b7f2dcb3ea567070
228,Anan Chaiyaporn,anan.chaiyaporn228@example.com,0856328316,2024-10-26,Retail,7b49ae7b413fad297b57e1c16c7a3669
229,Boon Phan,boon.phan229@example.com,0880723898,2023-06-17,Retail,a2a09dfa61cbe9a8a740ebd28a9127c6
230,Boon Sukhum,boon.sukhum230@example.com,0811031743,2022-04-17,SME,4c2272c5ae88999a7c907ea74309afbc
231,Niran Kittipong,niran.kittipong231@example.com,0848848936,2023-09-05,Retail,5063602339c8558cf0f611614721bf1e
232,Maya Wattanakul,maya.wattanakul232@example.com,0827339011,2024-04-06,Retail,3cae664772a40c7fb325ffc988ed81f4
233,Anan Rung,anan.rung233@example.com,0899663907,2023-12-21,Retail,92acd0acc2a260efcb5c2e18bae14fa7
234,Aran Manop,aran.manop234@example.com,0812515446,2025-02-26,SME,c9a1585bf1cad292feb7c695dff98db7
235,Boon Manop,boon.manop235@example.com,0886960402,2024-07-14,Retail,c1b42fd33326b0392f58340e559f7390
236,Krit Manop,krit.manop236@example.com,0812799319,2023-08-23,SME,5564a2f2a801bbe60da45e3f0532adab
237,Boon Phan,boon.phan237@example.com,0858567046,2020-12-26,SME,7fbb7cc2d7946b44e7110d7f33d2a80f
238,Suriya Manop,suriya.manop238@example.com,0889036966,2024-06-28,Retail,638ad23a3aafde54690d6b495e1ad254
239,Pim Srisai,pim.srisai239@example.com,0839738898,2023-09-26,Retail,a832067e537731f90eae55fdc6e1db26
240,Krit Rung,krit.rung240@example.com,0878444607,2022-03-05,Retail,980c73a5ab8e6b6f31b94c31b758499b
241,Niran Phanich,niran.phanich241@example.com,0823798190,2021-08-22,Retail,2c6704f0996cc6e467bad3d1a580bfa4
242,Boon Wattanakul,boon.wattanakul242@example.com,0897980930,2020-11-04,VIP,857ec64e3acb5cca93463fb71e8b0c41
243,Somchai Phan,somchai.phan243@example.com,0885663295,2025-01-12,Retail,e4d81d8385d6034318914edca686db0a
244,Boon Srisai,boon.srisai244@example.com,0894183695,2023-07-18,Retail,0f44a421e3c550c3abe092654453dbed
245,Somchai Phan,somchai.phan245@example.com,0894743076,2023-05-25,Retail,ccc7eaed3b535c97eefdc1b7e525eea3
246,Nicha Rung,nicha.rung246@example.com,0819957701,2023-06-25,Retail,1496d94d021d86f31e8c40f0920ca9e9
247,Aran Srisai,aran.srisai247@example.com,0848530827,2020-11-10,SME,7eff4cb1f20b5ec7dcdabcf5f74d7c30
248,Krit Noppawan,krit.noppawan248@example.com,0889736043,2025-09-07,Retail,e4576ad15a8ae47451c3e8dc1dc4f462
249,Anan Sukhum,anan.sukhum249@example.com,0870362235,2022-02-10,Retail,cadd812c6416312bc3e6b69c0db269f1
250,Anan Wattanakul,anan.wattanakul250@example.com,0818304547,2025-01-19,SME,a9878c11be6b937ee63896b949a56331
251,Nicha Chaiyaporn,nicha.chaiyaporn251@example.com,0877719420,2021-12-07,Retail,7311590416a074b3681c978864b0b329
252,Somchai Phan,somchai.phan252@example.com,0880339290,2021-10-12,Retail,f6e78fc15610fb87bceb7b6356a4bff6
253,Pim Manop,pim.manop253@example.com,0864864099,2023-10-17,Retail,b8397bbf06f6aed4715035cacfb3268e
254,Nicha Chaiyaporn,nicha.chaiyaporn254@example.com,0854250344,2021-01-22,Retail,92abb0af54a3659de4b4aeafe113fcc8
255,Pim Kittipong,pim.kittipong255@example.com,0898122539,2021-09-07,Retail,274cc0d5240f620b0fc1f81211b8d410
256,Niran Srisai,niran.srisai256@example.com,0851638598,2024-05-24,Retail,7b139fc962f7b06170594d4986dcc784
257,Krit Kittipong,krit.kittipong257@example.com,0885017250,2024-03-22,SME,30eb2b179486272c659f0579f6c94b99
258,Niran Rung,niran.rung258@example.com,0822543044,2024-09-30,Retail,d7122861a4fd62c8dca29209b70b2a8f
259,Nicha Kittipong,nicha.kittipong259@example.com,0834194479,2022-05-27,SME,c66bcd650422befa46a28cd4866b367b
260,Somchai Phanich,somchai.phanich260@example.com,0840406092,2021-07-17,Retail,3b3e78fe3ca0ca8ffd03e26d9e65fdd8
261,Krit Rung,krit.rung261@example.com,0882446804,2020-06-03,SME,048cf738192e6381466f8ea0d7c4e96b
262,Boon Wattanakul,boon.wattanakul262@example.com,0890161060,2024-03-23,Retail,6d9ffc0bfb54dc8791215e7c9b67fabd
263,Boon Wattanakul,boon.wattanakul263@example.com,0868743530,2020-06-27,Retail,5bb6f52086d2d13c20477212f9c62de8
264,Suriya Phan,suriya.phan264@example.com,0891952730,2023-03-13,Retail,556ccb82974de2685c3c4b081057ee82
265,Suriya Kittipong,suriya.kittipong265@example.com,0872950208,2022-03-05,Retail,bcb280805a50a806d1ac7db992502c1b
266,Boon Phan,boon.phan266@example.com,0871965637,2023-02-28,Retail,a3f51dacccc77728a2a790ed99dacc5d
267,Maya Wattanakul,maya.wattanakul267@example.com,0836802975,2021-07-20,Retail,56a913a9155f9a1275aeeb552261e9b3
268,Somchai Srisai,somchai.srisai268@example.com,0884429198,2021-02-24,SME,0e00f8d9dfbfac1886464b89e8401bcc
269,Pim Chaiyaporn,pim.chaiyaporn269@example.com,0831516757,2023-01-22,SME,9cf0fed64ea6defda9819c6d1007dd46
270,Niran Manop,niran.manop270@example.com,0822309586,2022-06-28,SME,8f42c90130cd425d21f71a3baa6bba45
271,Aran Manop,aran.manop271@example.com,0817148018,2024-06-11,Retail,5ce7cfbbee220078448f2d21b7bf8293
272,Maya Chaiyaporn,maya.chaiyaporn272@example.com,0860319927,2022-07-08,Retail,ef19bcbf30595a877d733f7b672d142e
273,Krit Srisai,krit.srisai273@example.com,0829602406,2021-07-17,Retail,01adb8a19fea2f9b3b546577c81814de
274,Somchai Wattanakul,somchai.wattanakul274@example.com,0872962895,2025-01-11,Retail,75de84629eb1e0bcad056cc96fc67465
275,Krit Sukhum,krit.sukhum275@example.com,0844349528,2022-06-02,Retail,d13dac12c72c3966411aab1d95dc18ee
276,Boon Rung,boon.rung276@example.com,0866808292,2021-03-31,Retail,df4538dc2df4a16a6d06843a6dba1a0f
277,Krit Sukhum,krit.sukhum277@example.com,0842002808,2024-09-15,SME,86fb62933b26408648b9e5ff9bef3bf7
278,Somchai Chaiyaporn,somchai.chaiyaporn278@example.com,0824879094,2025-08-09,Retail,ba6ddc9194277626cb624793399258e8
279,Anan Noppawan,anan.noppawan279@example.com,0842472386,2021-08-11,Retail,c98cd4440896c1a6e1e24565dd18ef01
280,Boon Srisai,boon.srisai280@example.com,0842287985,2024-09-02,Retail,9c6cde9c84a9aae8b63d30cbc237e7a3
281,Krit Rung,krit.rung281@example.com,0858399417,2020-10-04,Retail,f424eb2f7125961ff3eb7847679320b7
282,Anan Rung,anan.rung282@example.com,0812729224,2024-05-18,Retail,f8e09022d0f8cb695b2a4c6562112edf
283,Maya Srisai,maya.srisai283@example.com,0844044361,2020-03-07,SME,7b022f1fc38c98f28d80dbc5fcbe178d
284,Nicha Phanich,nicha.phanich284@example.com,0898195059,2021-02-28,Retail,d274fa6a481d17b368ced5caf388ef88
285,Nicha Wattanakul,nicha.wattanakul285@example.com,0815950635,2023-12-14,Retail,e5430adc0f9db459f723a4bd39f5872e
286,Niran Phan,niran.phan286@example.com,0874227366,2022-01-16,Retail,91b1c75e8b417595a951445a2e71e2fd
287,Somchai Sukhum,somchai.sukhum287@example.com,0849385195,2022-04-05,SME,c389aba86e55017941d74182b466fef9
288,Aran Srisai,aran.srisai288@example.com,0851617680,2024-06-19,Retail,951d27ee6c5e2dce31d7cec95f8c99e0
289,Aran Phanich,aran.phanich289@example.com,0848401154,2024-01-02,SME,a08e77805d92b75bd38557700033533f
290,Nicha Kittipong,nicha.kittipong290@example.com,0826706752,2024-02-16,SME,de3fb90b3ca771457f6757df9eee24ba
291,Somchai Manop,somchai.manop291@example.com,0855504725,2022-02-04,Retail,612d8fe785839b246d732d82a6340577
292,Nicha Rung,nicha.rung292@example.com,0845798645,2020-12-04,Retail,f274fb6bd179ae383e72925e7b1f353c
293,Boon Wattanakul,boon.wattanakul293@example.com,0883212334,2023-04-18,Retail,a7aaf81a3c757dd029ff57829fc9424a
294,Nicha Kittipong,nicha.kittipong294@example.com,0851137177,2024-12-31,Retail,fd912375879f5898242a6199b2998170
295,Niran Phan,niran.phan295@example.com,0857183837,2025-01-05,Retail,6bd0fa67457670c5d61de0b182482392
296,Nicha Noppawan,nicha.noppawan296@example.com,0868376726,2023-01-29,VIP,459763476175f289b0d8a628c57d53a3
297,Aran Chaiyaporn,aran.chaiyaporn297@example.com,0895565484,2024-07-21,Retail,09831fa444eb4b89c7641d56c6ab2521
298,Niran Sukhum,niran.sukhum298@example.com,0829163535,2024-11-29,Retail,c982089138abfe84d8fd9168e40187d8
299,Suriya Srisai,suriya.srisai299@example.com,0858607028,2024-04-17,Retail,e0e60151d298626f0e6421e2af918937
300,Niran Phan,niran.phan300@example.com,0859790013,2024-03-03,SME,40e5e430eca595845ba7f5a924787bb4
301,Boon Wattanakul,boon.wattanakul301@example.com,0881062902,2024-02-12,Retail,d1980caa160be9726ea822e7cbdf42e3
302,Pim Phanich,pim.phanich302@example.com,0825226815,2020-04-16,Retail,0951caaceaeac96e1cd8ea18a6403cd9
303,Maya Rung,maya.rung303@example.com,0825805613,2022-12-08,Retail,73ce9ee2ded84bd35f3f014094445446
304,Suriya Noppawan,suriya.noppawan304@example.com,0848329479,2025-07-04,Retail,5c88d2efa3971403a7bb31d15ce106f2
305,Krit Phan,krit.phan305@example.com,0833173544,2024-12-28,SME,d445cb4ea2c1b877b4affff99c3c4a5c
306,Nicha Srisai,nicha.srisai306@example.com,0818715975,2023-04-04,SME,3d53b012d89a0ee7ce90cc56286fdd23
307,Niran Srisai,niran.srisai307@example.com,0878284040,2022-07-07,VIP,44e4bebf55b9f919d715c0aa9b7d1366
308,Niran Phanich,niran.phanich308@example.com,0876306502,2020-04-17,Retail,fa77a43b69652112ae1b3ed73632befd
309,Nicha Phan,nicha.phan309@example.com,0884040798,2021-06-15,SME,190c96730dae02cf1904d19cd5d42166
310,Krit Kittipong,krit.kittipong310@example.com,0863440127,2025-05-14,Retail,99c950d4e273e37e3b287a9dad95fe71
311,Maya Noppawan,maya.noppawan311@example.com,0819898653,2021-05-28,Retail,45df15fd79fc1e38909af04a08366141
312,Somchai Phan,somchai.phan312@example.com,0879438885,2023-11-12,SME,147e20a781cbb058a20dfd366e9ff80a
313,Anan Noppawan,anan.noppawan313@example.com,0834422678,2021-06-12,Retail,2b13bb310703544b60bb26ba7cb775d2
314,Aran Chaiyaporn,aran.chaiyaporn314@example.com,0879538491,2021-09-18,Retail,173dde06026e79147b030a4cee72a39c
315,Nicha Phanich,nicha.phanich315@example.com,0856442431,2023-03-09,Retail,d17fe90d15aa9ced759197633b861e8b
316,Anan Kittipong,anan.kittipong316@example.com,0826800072,2023-05-25,Retail,bb7feb3991d7aa37e69319e2509419d3
317,Anan Wattanakul,anan.wattanakul317@example.com,0889431184,2021-09-23,Retail,fd2658b5b7e441d94ad0790166478286
318,Boon Srisai,boon.srisai318@example.com,0885647532,2020-06-17,Retail,c7b166559e1d29ab889265b458ce3b70
319,Boon Kittipong,boon.kittipong319@example.com,0897393186,2022-05-13,Retail,39a199cbba008f9db7aa3bdfc7bff092
320,Aran Phan,aran.phan320@example.com,0894176528,2023-04-01,VIP,fdf67ef18c78f905dbb410a01d23437a
321,Somchai Phanich,somchai.phanich321@example.com,0864504816,2023-05-03,Retail,125bb39ff9ab8a103e68c6fcadde7af0
322,Aran Wattanakul,aran.wattanakul322@example.com,0869002851,2024-08-29,Retail,71a2462d7acc432ae980a9e2fb5aaf5c
323,Nicha Noppawan,nicha.noppawan323@example.com,0829282885,2023-07-04,Retail,ba14f4208080afc42c01ee8424202f06
324,Nicha Manop,nicha.manop324@example.com,0827551135,2024-02-26,Retail,37b2ae3af9b512b2d31ac094d197a3fc
325,Nicha Phanich,nicha.phanich325@example.com,0872608888,2021-05-16,Retail,9ea3cd4e51ba35c0bca6fa2ba2cf08bb
326,Niran Chaiyaporn,niran.chaiyaporn326@example.com,0816792127,2023-04-03,SME,adf631a6332b8a3fed18788f97d05ef1
327,Maya Phanich,maya.phanich327@example.com,0831434525,2023-09-03,Retail,8f6ea177f79b987db338a74e0cf756a6
328,Suriya Wattanakul,suriya.wattanakul328@example.com,0876876068,2025-03-27,SME,43df9d74cd9f6d965850e443b6256b1e
329,Somchai Sukhum,somchai.sukhum329@example.com,0822086184,2024-05-29,Retail,27c950ec8b28903939fa9ecc873adeef
330,Suriya Phanich,suriya.phanich330@example.com,0888295121,2023-12-16,Retail,06fe7ef375eb105f2bc4920496b61fae
331,Somchai Noppawan,somchai.noppawan331@example.com,0897813295,2025-04-11,Retail,733c35c3dc3b6c3aa7922025e50cfe82
332,Krit Manop,krit.manop332@example.com,0827976443,2022-12-19,SME,14e60518c898117572d3e0a98d2e3e22
333,Nicha Sukhum,nicha.sukhum333@example.com,0863765155,2020-07-28,Retail,79bb09060e1cd95514d4926892c4d9ed
334,Nicha Rung,nicha.rung334@example.com,0848735464,2020-10-28,Retail,f7665f092eb1ec2af62abc6d4f061946
335,Anan Kittipong,anan.kittipong335@example.com,0893650068,2021-05-01,VIP,4d26fcbcb41999c970d1bf2d953d35f8
336,Maya Srisai,maya.srisai336@example.com,0855511258,2024-02-06,Retail,6c740d67635007685b824f5615a6ada2
337,Anan Manop,anan.manop337@example.com,0877119320,2020-06-13,Retail,6d6475f61783853f874af8299ea5bed4
338,Nicha Phan,nicha.phan338@example.com,0879703656,2025-02-14,Retail,20365c4e22779097af024e8b8f9d0601
339,Anan Wattanakul,anan.wattanakul339@example.com,0854018830,2023-07-28,Retail,c1fcaccd63412d75763873802a2baf72
340,Boon Kittipong,boon.kittipong340@example.com,0889688374,2023-10-09,SME,3457fc76a9ab20b244448318a1a4f22a
341,Anan Phan,anan.phan341@example.com,0885554415,2023-05-12,SME,d5071a7b6557b8338a6052cd08218ed9
342,Nicha Srisai,nicha.srisai342@example.com,0824710878,2024-09-02,Retail,468028ef5a044f1df0707c11ce1fc145
343,Aran Noppawan,aran.noppawan343@example.com,0873698420,2022-12-23,SME,0170234164bc1d0a35168079fb8ac338
344,Boon Noppawan,boon.noppawan344@example.com,0840540334,2020-07-29,Retail,d7a0087837377657fb176fdfd066f1ab
345,Anan Noppawan,anan.noppawan345@example.com,0861028283,2021-08-28,Retail,4294d0722db0e4e180570c0df1ec9386
346,Krit Phanich,krit.phanich346@example.com,0812541730,2024-12-11,Retail,0558155339057f2afb1acfc362294dd0
347,Maya Phanich,maya.phanich347@example.com,0865079923,2025-08-17,SME,29198674dcb785bac49e2d38c531047d
348,Aran Wattanakul,aran.wattanakul348@example.com,0879616482,2022-04-29,Retail,aa70c4f6b5fe3e503ececaeb032cb9ec
349,Somchai Rung,somchai.rung349@example.com,0860576565,2023-07-09,Retail,a9dea8520ec8a66eb5b2652aceb9267e
350,Anan Srisai,anan.srisai350@example.com,0883319550,2023-12-22,SME,3edb91f8c87ec4a8131b124e5b944e0f
351,Pim Noppawan,pim.noppawan351@example.com,0874985553,2022-02-26,Retail,71b2e3d1241da65628afa8b8bddd4377
352,Pim Phanich,pim.phanich352@example.com,0849945150,2023-03-29,Retail,d267961c29dfc645dbb6ebd19df3ccb1
353,Somchai Srisai,somchai.srisai353@example.com,0874398125,2023-11-29,SME,53197baec46b69c53a4746614080ffea
354,Pim Kittipong,pim.kittipong354@example.com,0826357665,2024-04-04,SME,be31542470f2c97ffd089e8878072b22
355,Niran Kittipong,niran.kittipong355@example.com,0815646068,2023-03-24,Retail,adaa4c902200490552267452bb52a1f3
356,Somchai Kittipong,somchai.kittipong356@example.com,0874300930,2022-05-26,SME,de52479729c8adfd6024c8a6238e8f02
357,Pim Rung,pim.rung357@example.com,0846456416,2021-07-16,Retail,d3fbaec10c106f8309654e20495243bd
358,Boon Phanich,boon.phanich358@example.com,0842542167,2020-07-26,Retail,ebeed36c1e15cf6a1f4fe85c7a6555ea
359,Suriya Sukhum,suriya.sukhum359@example.com,0823448342,2024-08-19,Retail,865ccc084cbf94d6f498026d070efed7
360,Krit Wattanakul,krit.wattanakul360@example.com,0810695441,2021-10-08,Retail,4f05022b585858dcb6851a925cfe1a42
361,Somchai Phan,somchai.phan361@example.com,0897313825,2022-03-27,Retail,7d3c39af0e92b307b730b5f30e21a1d1
362,Aran Chaiyaporn,aran.chaiyaporn362@example.com,0897550053,2022-08-09,Retail,84d7a06bc6c5b5a6a4dc8a6fd67660f2
363,Aran Wattanakul,aran.wattanakul363@example.com,0866087572,2021-12-21,VIP,1cc3ef02abde490e01af74a2066ae530
364,Maya Phan,maya.phan364@example.com,0835006323,2023-03-31,Retail,598102f314d8fff9a4ab56dc70515dc1
365,Boon Noppawan,boon.noppawan365@example.com,0824401654,2023-10-04,Retail,5b1057fe9a8c3319edbf6fbeb7796b8a
366,Anan Rung,anan.rung366@example.com,0876291802,2021-07-03,Retail,8e9197459488e1631fcfdc76a84f0877
367,Suriya Chaiyaporn,suriya.chaiyaporn367@example.com,0854383668,2021-10-27,Retail,297600117fb68f6cc29d18abfafc3f38
368,Niran Sukhum,niran.sukhum368@example.com,0855246430,2023-04-23,Retail,0110f8605b1493b9dda549196b33bbcb
369,Suriya Wattanakul,suriya.wattanakul369@example.com,0892000924,2024-07-18,Retail,a8e5787f9b0938ba19e62df96db767f9
370,Krit Manop,krit.manop370@example.com,0899826000,2021-01-25,VIP,2b4ccfe9699aee4509c324503255d0b1
371,Somchai Srisai,somchai.srisai371@example.com,0843292316,2020-01-28,Retail,06d5b3e204be2b3bffed31aaf091f7df
372,Somchai Kittipong,somchai.kittipong372@example.com,0854241559,2023-05-21,Retail,94c4241de20835677c7561242d1dca0f
373,Aran Kittipong,aran.kittipong373@example.com,0897735896,2024-01-12,Retail,e594e68f19d88173fd7943318ed12ae6
374,Krit Phan,krit.phan374@example.com,0851178850,2021-10-16,Retail,2b147ac491cfe592a015e529fba4f45f
375,Pim Chaiyaporn,pim.chaiyaporn375@example.com,0895726382,2023-04-23,Retail,9c6ad627e53d7ca8e11a3e8e8eaa6404
376,Suriya Wattanakul,suriya.wattanakul376@example.com,0874180488,2021-09-19,Retail,627d908f811b33b2d7b4275adec1e0eb
377,Boon Srisai,boon.srisai377@example.com,0865813853,2025-04-12,SME,507affb8ad8b01ea33729a04bff9a9d8
378,Suriya Phanich,suriya.phanich378@example.com,0889968863,2020-12-01,Retail,208ca6cfe4485480b436879778b9049a
379,Nicha Chaiyaporn,nicha.chaiyaporn379@example.com,0885721444,2021-04-04,SME,114b70d083f5bf2f5cbe2c3d28db310f
380,Anan Phanich,anan.phanich380@example.com,0886866717,2021-09-05,Retail,e2d84e7d1ee743a5331c96ad400d23d4
381,Anan Phan,anan.phan381@example.com,0825601471,2022-04-21,Retail,c703b29d9d1e5be9197639012b85d97b
382,Anan Phan,anan.phan382@example.com,0817467311,2025-01-31,Retail,6cf683d17db29d5d67db799f446b48dc
383,Somchai Noppawan,somchai.noppawan383@example.com,0817749299,2025-03-08,Retail,40c782508548df4fccd4fa49b4e24719
384,Maya Kittipong,maya.kittipong384@example.com,0810404729,2022-06-11,Retail,664e88189044a8638cbf2565c6ccb62d
385,Maya Srisai,maya.srisai385@example.com,0818557710,2020-09-03,VIP,08a405c6b9bd995e080f04092776a1a3
386,Somchai Sukhum,somchai.sukhum386@example.com,0848532662,2024-08-01,SME,8b35e2c9be99f8af67919e10cd54cbb8
387,Maya Srisai,maya.srisai387@example.com,0861335545,2025-01-11,Retail,3616be4f41679dc573b38cdd9bb423b6
388,Anan Wattanakul,anan.wattanakul388@example.com,0897715861,2023-11-25,Retail,36da081bdb41eac0ba523d506d286442
389,Anan Manop,anan.manop389@example.com,0880980044,2021-06-05,SME,f65e2ee3213130b62386bcd02c5748a7
390,Aran Kittipong,aran.kittipong390@example.com,0872143331,2024-10-03,Retail,fe1c3ce9068a85cf4355a419e3e99226
391,Suriya Phanich,suriya.phanich391@example.com,0871824078,2023-11-18,Retail,5291f23e42c884426ff08ae3a8379b23
392,Krit Sukhum,krit.sukhum392@example.com,0898610233,2024-09-13,SME,5d0c7c26a4b2fbf0887ff254e6f74059
393,Aran Phanich,aran.phanich393@example.com,0837659807,2020-10-02,Retail,9d10f8fe76dd8774b9906f386b311a50
394,Somchai Noppawan,somchai.noppawan394@example.com,0816533225,2022-09-29,Retail,70c9c5cce61c03d2343a23d3509304ae
395,Suriya Rung,suriya.rung395@example.com,0839161379,2020-08-19,Retail,b8ff37a7c6c65d97358e916af4b10cea
396,Pim Phanich,pim.phanich396@example.com,0887324220,2023-07-30,Retail,1a30ebf75f96debb0bf46363a9ed2167
397,Nicha Phanich,nicha.phanich397@example.com,0850502136,2021-08-09,Retail,09511beea8805d8737a10955ebb30ace
398,Pim Kittipong,pim.kittipong398@example.com,0818181595,2021-12-18,Retail,eb57a3d0fd3857cfd5fd4fe99e1ecd52
399,Anan Phan,anan.phan399@example.com,0816292676,2023-11-11,Retail,4375afa1fe95bb9e0184b32f797478b3
400,Anan Srisai,anan.srisai400@example.com,0865878146,2024-07-30,Retail,553ff711a458bc362adb808eaf660cf0
401,Niran Rung,niran.rung401@example.com,0873554620,2022-09-14,Retail,eb8f219376082f500809e3092910fcc4
402,Niran Phan,niran.phan402@example.com,0817734153,2024-08-17,Retail,29fd1dd52cff3fba4eb5f460a2cbb4cc
403,Niran Manop,niran.manop403@example.com,0842595918,2022-11-10,Retail,a764d7c1b1921e5af5c09f81d87489aa
404,Krit Phan,krit.phan404@example.com,0859805178,2021-01-13,Retail,f456329e7c1a9daa0c4478623dbffe90
405,Suriya Sukhum,suriya.sukhum405@example.com,0846032304,2024-03-24,Retail,8bdd6111aa05aa545456adb2bb59019f
406,Krit Phanich,krit.phanich406@example.com,0888864147,2022-06-07,Retail,9403f502df329418756dda185c70b7a8
407,Nicha Kittipong,nicha.kittipong407@example.com,0812058055,2022-05-17,VIP,1c27329d972784b7ac49a5bb06797b46
408,Krit Phan,krit.phan408@example.com,0842560305,2022-04-17,SME,801e7173a5cce749413c2f7243d6a633
409,Anan Srisai,anan.srisai409@example.com,0847991562,2024-04-08,Retail,7216dfd83c63d2e6efd6c532d3453494
410,Nicha Kittipong,nicha.kittipong410@example.com,0845106207,2024-01-13,SME,c8bbca9ac58a3cd9373e2eda94e7246b
411,Somchai Chaiyaporn,somchai.chaiyaporn411@example.com,0873013937,2023-08-04,Retail,1f2fc8ebf1e3c393a861f29d545b615e
412,Maya Sukhum,maya.sukhum412@example.com,0885500790,2022-06-25,Retail,186ad2864a92fa11434f4ab08f1b87ed
413,Anan Noppawan,anan.noppawan413@example.com,0887731247,2024-09-06,Retail,93a40756dbdca22164ada6ef241e9f28
414,Nicha Phanich,nicha.phanich414@example.com,0860981231,2022-10-03,Retail,7e6fd83e617e9bf2ff560ad5a2ad035b
415,Nicha Kittipong,nicha.kittipong415@example.com,0875581613,2025-07-02,Retail,4c80ddbfa5641f981720863c86ffc161
416,Nicha Wattanakul,nicha.wattanakul416@example.com,0828784915,2025-06-23,SME,2435453c9a78db3b24733329274346a6
417,Anan Sukhum,anan.sukhum417@example.com,0880322629,2020-05-18,SME,a1d4ab5b4be4fe3cd8f2f6faf6d91b7d
418,Aran Sukhum,aran.sukhum418@example.com,0865350347,2021-07-17,Retail,b51666300ab404497376a7c0853a6ac2
419,Niran Sukhum,niran.sukhum419@example.com,0839356057,2025-09-02,Retail,8dd56b81de17b0e0a86ddf5984c3e1f3
420,Boon Noppawan,boon.noppawan420@example.com,0874854563,2025-06-21,Retail,9347e16c8d9b769969dfeb590b0f5e14
421,Anan Manop,anan.manop421@example.com,0811590610,2020-03-09,Retail,632e8938193cd6ce834f80458ca7072e
422,Anan Kittipong,anan.kittipong422@example.com,0812300840,2025-08-19,SME,555b1ee956f43fd2b09a35d93b564915
423,Niran Chaiyaporn,niran.chaiyaporn423@example.com,0822927031,2021-09-01,Retail,5f102b05b9b34da9a358b1e3d543f66c
424,Anan Kittipong,anan.kittipong424@example.com,0857572279,2022-12-30,Retail,231556d44cacdf1a58e179409baa509c
425,Maya Phan,maya.phan425@example.com,0885833309,2022-09-23,Retail,e05dae3960aab851b5f0b145fb25d1c1
426,Krit Sukhum,krit.sukhum426@example.com,0822549425,2024-07-18,Retail,0efe708f222ca0cb5c81c83b8f5dc3ef
427,Somchai Sukhum,somchai.sukhum427@example.com,0895462880,2020-02-08,Retail,241920b37b4805ea1a8493e5b9c8e58a
428,Maya Srisai,maya.srisai428@example.com,0885947990,2021-01-25,SME,cfca51e01d5ff5a7d9da54ce239fd6e8
429,Suriya Phanich,suriya.phanich429@example.com,0886072480,2025-05-01,Retail,368428469c4a5eb73320a3d6221955d6
430,Krit Kittipong,krit.kittipong430@example.com,0882884346,2020-05-14,SME,9d34fafc088958ecab1ba552498fea1c
431,Nicha Sukhum,nicha.sukhum431@example.com,0837804291,2021-08-13,SME,e4bcbfc02256ad6be5e654ef06b57745
432,Pim Wattanakul,pim.wattanakul432@example.com,0885693188,2022-09-11,SME,76ee77c0dda0dde7cbcc0cc74c2544a6
433,Maya Rung,maya.rung433@example.com,0854524025,2024-04-21,SME,797ccc9d2e0bf4010a8eb14f9829854f
434,Krit Rung,krit.rung434@example.com,0856420476,2020-08-07,Retail,c9ecbb22663e1cf7b5ed5b090d68615a
435,Krit Srisai,krit.srisai435@example.com,0891224373,2024-06-12,Retail,43f466e5e166aa3c92a1b7387348506e
436,Pim Phan,pim.phan436@example.com,0875847681,2022-07-23,Retail,ea88618282aa2519c11273c908f71a6a
437,Maya Manop,maya.manop437@example.com,0834929311,2024-04-05,SME,4354ab89065ba8f6753a1704c11e0b78
438,Pim Phanich,pim.phanich438@example.com,0819865900,2020-12-02,Retail,973544db7c9e5a1e40f512933cf8e053
439,Niran Manop,niran.manop439@example.com,0852503832,2024-01-17,Retail,262337762786ce1bed2a7ac04ab02e3c
440,Pim Phan,pim.phan440@example.com,0858307308,2023-01-09,Retail,820f2641fb994d8687e99b6e5e2cd3ac
441,Niran Manop,niran.manop441@example.com,0870242778,2025-09-29,Retail,16905521bd6e2d24b98971fb7971ce61
442,Krit Srisai,krit.srisai442@example.com,0884386123,2021-01-16,Retail,fa8575445a8b696c54edfeaf9b0f42f5
443,Nicha Manop,nicha.manop443@example.com,0811656329,2023-04-10,Retail,8ef7a6c0b844d1e52dc8e2fad0d46b42
444,Krit Rung,krit.rung444@example.com,0842580349,2021-11-25,Retail,f8b7253dcd218765ae292136ae96e226
445,Pim Kittipong,pim.kittipong445@example.com,0846024950,2025-07-12,Retail,c8b6ead693de094411cd0ee0d52a650a
446,Maya Kittipong,maya.kittipong446@example.com,0866519399,2023-05-12,SME,91298720002cd111896ee7fc85ea7bd2
447,Nicha Kittipong,nicha.kittipong447@example.com,0843096758,2025-07-23,Retail,49b222cb5148b75e5c81739d2e2c1362
448,Somchai Chaiyaporn,somchai.chaiyaporn448@example.com,0828185096,2023-06-01,SME,4993b5ff66e4d6d6acdb572af251c9d5
449,Nicha Noppawan,nicha.noppawan449@example.com,0860987966,2023-09-11,Retail,175eb72d66d7213015ef696e8cea8adb
450,Boon Wattanakul,boon.wattanakul450@example.com,0850323741,2023-08-06,SME,ee789e81976632d5b0e2d9144ca4ef71
451,Suriya Phan,suriya.phan451@example.com,0852168966,2021-12-28,VIP,0dc79ca56c9cf4fe8dbdd1d14dfe26e6
